,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
949,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6
4019,M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
317,M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10
798,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11
2004,I,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7
990,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9
673,M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21
3650,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8
775,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11
1725,M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9
1085,I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7
596,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
2760,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10
2644,I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8
131,F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9
3053,F,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,11
1965,M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11
2451,M,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10
1991,I,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6
1557,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8
2893,F,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
1700,M,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12
2378,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
3639,I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8
1248,I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8
1683,F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12
3827,M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11
2223,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14
3171,M,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13
2006,I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
3319,F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
826,I,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6
4075,M,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,8
1124,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
2096,M,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11
2232,F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9
1471,M,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8
2921,F,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
201,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
911,I,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7
2629,I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6
1089,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
174,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
2616,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
1923,F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10
2135,M,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
10,F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,14
2959,F,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13
2368,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
2482,M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12
3714,F,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
279,F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11
323,I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5
2998,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
4117,F,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
3619,F,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12
2522,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
1178,F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
124,I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6
1131,M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8
963,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
638,I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14
1242,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9
2318,F,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
2914,I,0.59,0.46,0.125,0.755,0.334,0.15,0.238,9
3682,M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11
20,M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
4063,F,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,11
1698,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11
3325,M,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10
3644,I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7
3694,M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10
2393,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
3563,I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8
2439,F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9
2728,I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8
1558,I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7
1021,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
4056,M,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
2943,F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,10
1607,I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8
3866,F,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10
919,I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6
2702,M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11
756,M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20
419,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
3248,M,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11
3005,M,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
1604,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10
347,I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6
2262,F,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
931,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6
2827,I,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8
823,I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6
1897,M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13
3274,F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
3348,I,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13
2800,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
498,F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11
1816,F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
906,I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6
4152,I,0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7
2209,F,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
2463,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17
1675,F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7
2212,F,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13
1382,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
275,M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
3832,F,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
3708,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
2173,M,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
3191,M,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13
3549,I,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9
737,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
464,I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6
3956,F,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12
647,M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9
1646,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
3812,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12
2768,I,0.56,0.435,0.135,0.72,0.329,0.103,0.251,11
2618,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
1903,M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
3353,I,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8
2457,I,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5
2253,F,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
2655,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7
2120,M,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
2090,M,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17
3136,M,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11
1474,M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9
1427,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14
3982,I,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6
936,I,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
3079,F,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11
2106,M,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14
378,M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15
2245,M,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9
800,M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
187,F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
730,M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
4017,M,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11
2610,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
1741,M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
2660,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8
846,F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
1665,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8
1718,M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
2121,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
2657,F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
487,F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15
3748,I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6
3870,M,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
1162,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
3553,I,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9
3135,M,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
3965,I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
267,M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
152,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
2646,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7
2754,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8
24,F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10
1844,I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7
1515,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
1126,M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
1250,I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5
2548,I,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4
1993,I,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6
2475,F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12
1575,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
2546,I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4
1011,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
396,F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
1262,I,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8
77,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
161,F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
2022,F,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9
1168,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
767,M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9
1357,M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
2664,F,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9
3847,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
832,I,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
1597,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10
1448,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9
3947,M,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
2000,I,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
3876,M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16
2389,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11
2951,M,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
2247,F,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9
50,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
1539,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7
2303,F,0.58,0.455,0.12,0.94,0.399,0.257,0.265,11
672,F,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19
2030,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
1202,M,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12
950,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
2758,M,0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,10
1254,I,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7
3825,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
219,F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
2411,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
399,M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11
1164,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
1199,F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
210,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
357,F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
2080,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9
3751,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
1621,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10
1336,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
1640,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8
36,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
554,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
2270,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
1273,I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8
2769,I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11
3433,I,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6
1891,I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9
2946,M,0.635,0.52,0.175,1.292,0.6,0.269,0.367,11
2978,M,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8
1333,M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
264,M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6
1305,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10
1430,I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4
1034,F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
1985,M,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
1976,M,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13
4093,M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11
2503,I,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6
2426,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
1003,M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9
3905,M,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6
2256,M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
4111,I,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8
3422,M,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9
766,F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
1428,F,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14
2055,I,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9
641,I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13
2477,M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
3452,F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8
142,M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
2624,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12
179,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
3658,I,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10
1857,I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8
1094,I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6
2671,F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8
3404,M,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8
1828,I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7
2138,F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16
1819,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
3352,F,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15
4092,F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11
1830,I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7
1112,F,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
1009,F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8
3172,F,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11
2676,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10
386,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12
3498,M,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10
1884,M,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7
1054,I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
2881,I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8
568,M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7
3095,M,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,9
3463,M,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11
2787,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11
3193,M,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20
1573,I,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8
3570,M,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9
3081,F,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
1312,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
761,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16
2250,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
1692,F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10
1873,I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9
3499,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9
1581,I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8
613,I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,18
70,M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13
3170,F,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14
593,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
2267,F,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15
3810,I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
700,M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12
1270,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8
148,I,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
1493,I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8
1245,I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5
3106,I,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5
200,F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
645,I,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11
2569,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6
4066,I,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7
1261,I,0.45,0.33,0.105,0.448,0.208,0.089,0.12,9
627,F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8
2142,I,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9
763,M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
1570,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7
2956,F,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
2694,F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10
2237,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
2866,I,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,5
965,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
1152,M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8
1102,M,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6
3617,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9
2353,F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
863,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
909,I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7
1286,I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9
448,M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12
2435,F,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14
3562,F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
1210,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
3299,M,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16
1180,M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11
2895,I,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10
1167,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8
4041,I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
2630,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
145,F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10
1074,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7
1710,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
2604,F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
876,M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
1421,F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
2808,F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
2367,M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15
3793,F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14
1457,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7
2176,F,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20
2346,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
3968,I,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,6
4134,F,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9
3328,I,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,13
412,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
1035,F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10
4038,I,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11
309,M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
1069,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
3198,M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11
1440,I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7
3227,F,0.45,0.35,0.135,0.56,0.231,0.137,0.145,13
2115,I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
45,I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
502,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15
1614,I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8
3434,I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6
3075,F,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11
401,M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
4131,I,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11
3670,M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8
3736,M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
4072,I,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8
3285,F,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13
3129,F,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
1810,M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
1191,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
1096,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
2060,M,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
1510,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
511,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10
8,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9
3782,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11
3887,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
2764,I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9
1123,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8
450,M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
999,F,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,11
3483,I,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7
3730,M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9
1942,M,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9
2864,I,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6
1696,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
1811,M,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11
39,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
652,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
4057,F,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
3150,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
